query shape,retrieved shapes
NonWheelChair/m785.obj,"NonWheelChair/m789.obj, Car/m1539.obj, Car/D00377.obj, Cup/D00587.obj, Car/m1497.obj"
NonWheelChair/m791.obj,"PianoBoard/D00623.obj, Bookset/D01183.obj, Train/m1584.obj, Bus/D00114.obj, Drum/D00596.obj"
NonWheelChair/m815.obj,"NonWheelChair/D00306.obj, NonWheelChair/D00512.obj, NonWheelChair/m820.obj, Drum/D00297.obj, NonWheelChair/m814.obj"
NonWheelChair/m801.obj,"WheelChair/D00821.obj, WheelChair/D00687.obj, FloorLamp/D00563.obj, NonWheelChair/D00741.obj, NonWheelChair/m807.obj"
NonWheelChair/m828.obj,"House/m456.obj, House/m435.obj, Tree/m1062.obj, Tree/D00612.obj, Computer/D01073.obj"
NonWheelChair/m800.obj,"NonWheelChair/D00707.obj, WheelChair/D00453.obj, WheelChair/D00846.obj, Bookset/D01065.obj, MultiSeat/m780.obj"
NonWheelChair/m814.obj,"NonWheelChair/m811.obj, NonWheelChair/D00185.obj, NonWheelChair/D00512.obj, NonWheelChair/m819.obj, NonWheelChair/m820.obj"
NonWheelChair/m790.obj,"RectangleTable/m764.obj, Musical_Instrument/m645.obj, Jet/m1289.obj, NonWheelChair/m798.obj, NonWheelChair/m821.obj"
NonWheelChair/m789.obj,"NonWheelChair/m785.obj, Car/m1539.obj, Car/D00377.obj, Cup/D00587.obj, Car/m1497.obj"
NonWheelChair/m819.obj,"NonWheelChair/m811.obj, NonWheelChair/m812.obj, NonWheelChair/D00185.obj, NonWheelChair/m813.obj, NonWheelChair/m814.obj"
NonWheelChair/m824.obj,"NonWheelChair/D00170.obj, WheelChair/D00526.obj, HumanHead/m352.obj, Hat/m1636.obj, NonWheelChair/m794.obj"
NonWheelChair/m818.obj,"NonWheelChair/D00853.obj, NonWheelChair/D00037.obj, NonWheelChair/D00357.obj, NonWheelChair/m813.obj, NonWheelChair/m812.obj"
NonWheelChair/m788.obj,"Apartment/D00921.obj, Apartment/D00859.obj, MultiSeat/D00652.obj, MultiSeat/D00285.obj, BuildingNonResidential/m397.obj"
NonWheelChair/m826.obj,"MultiSeat/m775.obj, MultiSeat/m781.obj, Insect/D00160.obj, Mug/m508.obj, NonWheelChair/m787.obj"
NonWheelChair/m827.obj,"NonWheelChair/D00240.obj, Door/D01143.obj, ClassicPiano/D00092.obj, RoundTable/D00948.obj, Computer/m1764.obj"
NonWheelChair/m823.obj,"MultiSeat/m778.obj, PianoBoard/D00008.obj, Cup/D00206.obj, Bed/D00307.obj, Computer/m1766.obj"
NonWheelChair/m822.obj,"WheelChair/D00499.obj, WheelChair/D00070.obj, Hand/D01006.obj, NonWheelChair/m793.obj, WheelChair/D00088.obj"
NonWheelChair/m798.obj,"NonWheelChair/m821.obj, Musical_Instrument/m645.obj, RectangleTable/m764.obj, NonWheelChair/m790.obj, WheelChair/D00526.obj"
NonWheelChair/D00170.obj,"WheelChair/D00526.obj, NonWheelChair/m824.obj, NonWheelChair/m821.obj, HumanHead/m352.obj, NonWheelChair/m798.obj"
NonWheelChair/m820.obj,"NonWheelChair/D00512.obj, NonWheelChair/D00185.obj, NonWheelChair/D00306.obj, NonWheelChair/m811.obj, NonWheelChair/m807.obj"
NonWheelChair/m808.obj,"Tree/m1071.obj, HumanHead/m359.obj, ClassicPiano/D00561.obj, Computer/m1772.obj, PlantWildNonTree/m971.obj"
NonWheelChair/m809.obj,"Humanoid/m136.obj, Humanoid/m186.obj, Bottle/m484.obj, Bottle/m489.obj, Humanoid/m130.obj"
NonWheelChair/m821.obj,"NonWheelChair/m798.obj, WheelChair/D00526.obj, NonWheelChair/D00170.obj, FloorLamp/D00093.obj, Musical_Instrument/m645.obj"
NonWheelChair/m799.obj,"NonWheelChair/m794.obj, Monitor/D00412.obj, WheelChair/D00628.obj, HumanHead/m361.obj, ClassicPiano/D00789.obj"
NonWheelChair/D00512.obj,"NonWheelChair/m820.obj, NonWheelChair/D00185.obj, NonWheelChair/D00306.obj, NonWheelChair/m814.obj, NonWheelChair/m811.obj"
NonWheelChair/D00936.obj,"Biplane/m1131.obj, Insect/D00734.obj, Insect/m20.obj, Insect/m16.obj, ClassicPiano/D00034.obj"
NonWheelChair/D00707.obj,"NonWheelChair/m800.obj, WheelChair/D00453.obj, Bookset/D01065.obj, WheelChair/D00846.obj, MultiSeat/m780.obj"
NonWheelChair/D00101.obj,"WheelChair/D00183.obj, RoundTable/m924.obj, Hand/D01060.obj, Biplane/D00601.obj, PlantIndoors/D00466.obj"
NonWheelChair/D00306.obj,"NonWheelChair/m820.obj, NonWheelChair/D00512.obj, NonWheelChair/m815.obj, Drum/D00297.obj, NonWheelChair/D00185.obj"
NonWheelChair/D00853.obj,"NonWheelChair/D00037.obj, NonWheelChair/D00357.obj, NonWheelChair/m818.obj, NonWheelChair/m813.obj, NonWheelChair/m812.obj"
DeskPhone/D00135.obj,"Humanoid/m265.obj, Jet/m1209.obj, Ship/m1449.obj, PlantIndoors/m1036.obj, PlantWildNonTree/m964.obj"
DeskPhone/D00486.obj,"Monitor/D00548.obj, Cellphone/D00542.obj, Gun/m663.obj, Gun/m661.obj, Insect/m1.obj"
DeskPhone/D00680.obj,"Bed/D00184.obj, Wheel/m736.obj, Wheel/m739.obj, Cellphone/D00817.obj, Shelf/m861.obj"
DeskPhone/D00118.obj,"Hand/m329.obj, Quadruped/D00934.obj, Hand/D01097.obj, Hand/m334.obj, Hand/D01117.obj"
DeskPhone/D00318.obj,"Jet/m1225.obj, City/D01133.obj, Humanoid/m242.obj, Monoplane/D00011.obj, Jet/m1259.obj"
DeskPhone/D00899.obj,"Tree/m1096.obj, Quadruped/m282.obj, ClassicPiano/D00120.obj, City/D01092.obj, Motorcycle/D00039.obj"
DeskPhone/D00154.obj,"Quadruped/m106.obj, Monitor/D00444.obj, BuildingNonResidential/m407.obj, Mug/m508.obj, Quadruped/m91.obj"
DeskPhone/D00829.obj,"Insect/D00753.obj, House/m433.obj, BuildingNonResidential/m481.obj, Starship/m1378.obj, Apartment/m463.obj"
DeskPhone/D00220.obj,"FloorLamp/D00856.obj, Insect/m4.obj, Biplane/m1141.obj, Biplane/m1144.obj, Humanoid/m187.obj"
DeskPhone/D00556.obj,"Insect/D00786.obj, Insect/m2.obj, Insect/m1.obj, NonWheelChair/D00445.obj, Gun/D00204.obj"
DeskPhone/D00958.obj,"MultiSeat/D00607.obj, MilitaryVehicle/D00723.obj, MultiSeat/m830.obj, RectangleTable/D00418.obj, Apartment/D00310.obj"
DeskPhone/D00773.obj,"DeskPhone/D00576.obj, AquaticAnimal/m73.obj, AquaticAnimal/m62.obj, Computer/D01072.obj, Quadruped/m278.obj"
DeskPhone/D00957.obj,"DeskLamp/D00435.obj, MultiSeat/m841.obj, Motorcycle/D00880.obj, AquaticAnimal/m66.obj, FloorLamp/D00580.obj"
DeskPhone/D00403.obj,"Bird/D00164.obj, Monitor/D00915.obj, Helicopter/D00502.obj, Monoplane/D00995.obj, Jet/m1228.obj"
DeskPhone/D00576.obj,"DeskPhone/D00773.obj, AquaticAnimal/m62.obj, AquaticAnimal/m73.obj, Computer/D01072.obj, Quadruped/m278.obj"
DeskPhone/D00894.obj,"PlantIndoors/m1029.obj, Biplane/m1128.obj, House/D00665.obj, Tool/m589.obj, Helicopter/m1330.obj"
DeskPhone/D00511.obj,"Chess/m1604.obj, Chess/D01049.obj, Humanoid/m125.obj, Vase/m532.obj, Humanoid/m211.obj"
DeskPhone/D00897.obj,"Hand/m323.obj, Hand/D01172.obj, Insect/D00315.obj, Humanoid/m139.obj, Hand/D01041.obj"
DeskPhone/D00316.obj,"Starship/m1384.obj, BuildingNonResidential/m383.obj, House/m440.obj, PlantIndoors/m1000.obj, ClassicPiano/D00314.obj"
DeskPhone/D00706.obj,"MilitaryVehicle/D00799.obj, TruckNonContainer/D00572.obj, Biplane/m1125.obj, BuildingNonResidential/m415.obj, BuildingNonResidential/m408.obj"
Bird/D00862.obj,"Motorcycle/m1479.obj, Jet/m1241.obj, Jet/m1249.obj, Insect/D00109.obj, City/m1659.obj"
Bird/D00323.obj,"Gun/m683.obj, Sword/m721.obj, Jet/m1231.obj, Sword/D00808.obj, Jet/m1227.obj"
Bird/D00284.obj,"Spoon/D00669.obj, Jet/m1287.obj, Insect/D00333.obj, Tree/m1066.obj, Humanoid/m257.obj"
Bird/D00736.obj,"SubmachineGun/D00064.obj, AquaticAnimal/m75.obj, Knife/m728.obj, AquaticAnimal/m77.obj, Jet/m1199.obj"
Bird/m49.obj,"HumanHead/m342.obj, HumanHead/D00131.obj, HumanHead/m369.obj, HumanHead/m363.obj, HumanHead/D00013.obj"
Bird/D00442.obj,"Monoplane/D00319.obj, Jet/m1299.obj, Jet/m1239.obj, Tree/m1092.obj, Jet/m1162.obj"
Bird/m48.obj,"PlantIndoors/m996.obj, Bird/m50.obj, Computer/D01028.obj, Humanoid/m249.obj, Quadruped/m281.obj"
Bird/D00961.obj,"Bird/m41.obj, Jet/m1217.obj, Jet/m1246.obj, Bird/D00438.obj, Helicopter/m1320.obj"
Bird/m38.obj,"Bird/D00999.obj, Quadruped/m276.obj, PlantWildNonTree/m981.obj, Jet/m1233.obj, Jet/m1178.obj"
Bird/D00625.obj,"City/D01090.obj, City/m1659.obj, Insect/D00109.obj, Jet/m1241.obj, Jet/m1301.obj"
Bird/D00546.obj,"Starship/m1371.obj, Jet/m1228.obj, Monoplane/D00167.obj, Helicopter/D00502.obj, Helicopter/m1323.obj"
Bird/D00234.obj,"Monoplane/D00925.obj, Humanoid/m256.obj, Jet/m1175.obj, Bird/m37.obj, Bird/D00762.obj"
Bird/m39.obj,"Jet/m1212.obj, Jet/m1193.obj, Jet/m1190.obj, Jet/m1240.obj, Helicopter/m1309.obj"
Bird/m29.obj,"Quadruped/m274.obj, Motorcycle/m1481.obj, PlantWildNonTree/m968.obj, Tree/m1063.obj, Tree/m1096.obj"
Bird/D00386.obj,"Spoon/D00422.obj, Gun/D00282.obj, Guitar/D00416.obj, SubmachineGun/D00256.obj, Spoon/D00144.obj"
Bird/m28.obj,"Starship/m1364.obj, Quadruped/m278.obj, AquaticAnimal/m73.obj, DeskPhone/D00773.obj, Jet/m1208.obj"
Bird/D00999.obj,"Bird/m38.obj, Quadruped/m276.obj, PlantWildNonTree/m981.obj, Jet/m1233.obj, Jet/m1178.obj"
Bird/m32.obj,"Humanoid/m259.obj, ClassicPiano/D00561.obj, Hat/m1636.obj, HumanHead/m352.obj, PlantIndoors/m992.obj"
Bird/D00438.obj,"Bird/m41.obj, Jet/m1217.obj, Helicopter/m1320.obj, Bird/D00961.obj, Jet/m1200.obj"
Bird/m33.obj,"Starship/m1385.obj, PlantWildNonTree/m976.obj, PlantIndoors/D00238.obj, Hand/D01197.obj, PlantWildNonTree/m983.obj"
Bird/m31.obj,"Quadruped/m102.obj, House/m449.obj, Quadruped/m110.obj, Drum/D00026.obj, Mug/m506.obj"
Bird/D00599.obj,"Jet/m1157.obj, Jet/m1243.obj, Jet/m1168.obj, Jet/m1266.obj, Jet/m1180.obj"
Bird/m30.obj,"BuildingNonResidential/m404.obj, Tree/m1091.obj, Tree/D00367.obj, Ship/D00042.obj, Tool/m588.obj"
Bird/m34.obj,"Bird/D00089.obj, Jet/m1204.obj, Bird/D00922.obj, Bird/m37.obj, Tree/m1070.obj"
Bird/m35.obj,"Vase/m545.obj, BuildingNonResidential/m396.obj, FloorLamp/D00876.obj, HumanHead/m344.obj, Drum/D00375.obj"
Bird/D00762.obj,"Humanoid/m256.obj, Bird/m37.obj, Jet/m1204.obj, Bird/D00089.obj, Bird/m34.obj"
Bird/m37.obj,"Bird/D00762.obj, Jet/m1204.obj, Humanoid/m256.obj, Bird/D00089.obj, Bird/m34.obj"
Bird/D00164.obj,"Monitor/D00915.obj, DeskPhone/D00403.obj, Helicopter/D00502.obj, Jet/m1228.obj, BuildingNonResidential/m409.obj"
Bird/m36.obj,"PlantWildNonTree/m965.obj, Monitor/D00141.obj, Ship/m1449.obj, Jet/m1211.obj, NonWheelChair/m828.obj"
Bird/D00089.obj,"Bird/m34.obj, Jet/m1204.obj, Bird/D00922.obj, Bird/m37.obj, Tree/m1070.obj"
Bird/m45.obj,"Helicopter/D00191.obj, Sword/m689.obj, PlantIndoors/m1001.obj, Biplane/D00320.obj, Tree/m1066.obj"
Bird/m51.obj,"Biplane/D00178.obj, PlantIndoors/m998.obj, Jet/m1183.obj, PlantWildNonTree/m978.obj, Helicopter/m1328.obj"
Bird/m50.obj,"Bird/m48.obj, PlantIndoors/m996.obj, Computer/D01028.obj, Humanoid/m249.obj, Quadruped/m281.obj"
Bird/m44.obj,"City/D01091.obj, City/D01195.obj, PlantIndoors/D00968.obj, Jet/m1287.obj, PlantIndoors/m1021.obj"
Bird/D00922.obj,"Bird/D00089.obj, Jet/m1204.obj, Bird/m34.obj, Helicopter/m1336.obj, AquaticAnimal/m65.obj"
Bird/m52.obj,"Ship/m1454.obj, Fish/D00763.obj, Shelf/D00468.obj, Computer/D01100.obj, PlantWildNonTree/m983.obj"
Bird/m47.obj,"Bird/m43.obj, Tree/m1090.obj, Helicopter/m1323.obj, BuildingNonResidential/m409.obj, Jet/m1155.obj"
Bird/m43.obj,"Jet/m1155.obj, City/D01007.obj, Bird/m47.obj, Jet/m1293.obj, Helicopter/m1322.obj"
Bird/D00689.obj,"Bird/m40.obj, PlantIndoors/m1034.obj, PlantWildNonTree/m964.obj, Ship/m1464.obj, Quadruped/m275.obj"
Bird/m42.obj,"BuildingNonResidential/m475.obj, Jet/m1245.obj, Helicopter/D00991.obj, Jet/m1200.obj, Bird/D00438.obj"
Bird/m40.obj,"Bird/D00689.obj, PlantIndoors/m1034.obj, PlantWildNonTree/m964.obj, Ship/m1464.obj, Quadruped/m275.obj"
Bird/D00271.obj,"Jet/m1147.obj, Jet/m1175.obj, Jet/m1275.obj, Tree/m1072.obj, Tree/m1070.obj"
Bird/D00113.obj,"Monitor/D00007.obj, Hand/D01197.obj, Computer/D01026.obj, Insect/m3.obj, PlantWildNonTree/m976.obj"
Bird/m41.obj,"Bird/D00438.obj, Bird/D00961.obj, Jet/m1217.obj, Jet/m1200.obj, Jet/m1246.obj"
SubmachineGun/D00068.obj,"Guitar/D00076.obj, Musical_Instrument/m633.obj, Gun/D00239.obj, Helicopter/m1317.obj, Helicopter/D00986.obj"
SubmachineGun/D00256.obj,"Gun/m682.obj, Gun/D00282.obj, Spoon/D00422.obj, Bird/D00386.obj, Guitar/D00416.obj"
SubmachineGun/D00733.obj,"Ship/m1430.obj, Ship/m1437.obj, Ship/m1432.obj, Guitar/D00374.obj, Sign/m1673.obj"
SubmachineGun/D00119.obj,"Spoon/D00338.obj, Gun/m653.obj, SubmachineGun/D00431.obj, Humanoid/m203.obj, Spoon/D00517.obj"
SubmachineGun/D00052.obj,"PlantWildNonTree/m967.obj, Gun/D00204.obj, BuildingNonResidential/m412.obj, Gun/m652.obj, Humanoid/m196.obj"
SubmachineGun/D00537.obj,"Tool/m1112.obj, Violin/D00620.obj, Violin/D00891.obj, Musical_Instrument/m638.obj, Musical_Instrument/m641.obj"
SubmachineGun/D00431.obj,"Gun/m653.obj, Jet/m1271.obj, Spoon/D00338.obj, Knife/m727.obj, SubmachineGun/D00119.obj"
SubmachineGun/D00960.obj,"Violin/D00506.obj, Hand/m337.obj, SubmachineGun/D00878.obj, Tool/m1107.obj, Guitar/D00023.obj"
SubmachineGun/D00219.obj,"SubmachineGun/D00613.obj, Gun/m664.obj, Gun/D00368.obj, FloorLamp/D00211.obj, Tool/D01165.obj"
SubmachineGun/D00970.obj,"SubmachineGun/D00459.obj, Guitar/D00849.obj, Violin/D00675.obj, Gun/m659.obj, Spoon/D00790.obj"
SubmachineGun/D00384.obj,"Gun/m678.obj, Guitar/D00549.obj, Guitar/D00494.obj, Sword/m711.obj, Spoon/D00593.obj"
SubmachineGun/D00613.obj,"SubmachineGun/D00219.obj, Gun/m664.obj, Tool/D01165.obj, Gun/D00368.obj, Humanoid/m233.obj"
SubmachineGun/D00371.obj,"Helicopter/D00751.obj, Gun/m686.obj, Tool/m591.obj, Musical_Instrument/m632.obj, Guitar/D00645.obj"
SubmachineGun/D00062.obj,"Humanoid/m129.obj, Humanoid/m138.obj, Humanoid/m182.obj, Truck/D00029.obj, Humanoid/m202.obj"
SubmachineGun/D00459.obj,"SubmachineGun/D00970.obj, Guitar/D00849.obj, Violin/D00675.obj, Spoon/D00790.obj, Gun/m659.obj"
SubmachineGun/D00060.obj,"Spoon/D00593.obj, Tool/m1106.obj, Sword/m711.obj, Tool/m1104.obj, Gun/m671.obj"
SubmachineGun/D00064.obj,"Bird/D00736.obj, Knife/m728.obj, AquaticAnimal/m75.obj, AquaticAnimal/m77.obj, Ship/m1464.obj"
SubmachineGun/D00878.obj,"Guitar/D00023.obj, Violin/D00506.obj, Guitar/D00416.obj, SubmachineGun/D00960.obj, Hand/m337.obj"
SubmachineGun/D00893.obj,"Spoon/D00497.obj, Spoon/D00085.obj, City/D01101.obj, Guitar/D00849.obj, Violin/D00108.obj"
SubmachineGun/D00489.obj,"Humanoid/m221.obj, Humanoid/m229.obj, Jet/m1191.obj, Humanoid/m237.obj, Helicopter/m1316.obj"
Skyscraper/D00532.obj,"Shelf/m849.obj, Shelf/m853.obj, Shelf/m857.obj, Shelf/m864.obj, Shelf/m865.obj"
Skyscraper/D00125.obj,"Skyscraper/D00105.obj, Skyscraper/D00300.obj, Skyscraper/D00822.obj, Skyscraper/D00589.obj, Humanoid/m122.obj"
Skyscraper/D00870.obj,"Humanoid/m133.obj, Skyscraper/D00520.obj, Humanoid/m173.obj, Humanoid/m162.obj, Humanoid/m164.obj"
Skyscraper/D00130.obj,"Monoplane/D00262.obj, Jet/m1185.obj, Jet/m1184.obj, Jet/m1213.obj, Sword/D00635.obj"
Skyscraper/D00520.obj,"Skyscraper/D00870.obj, Humanoid/m133.obj, Humanoid/m140.obj, Humanoid/m173.obj, Humanoid/m153.obj"
Skyscraper/D00126.obj,"Skyscraper/D00584.obj, Shelf/D00129.obj, Shelf/m847.obj, Shelf/D00772.obj, Bookset/D01108.obj"
Skyscraper/D00872.obj,"Helicopter/D00038.obj, Helicopter/m1302.obj, Gun/m676.obj, Gun/D00161.obj, Starship/m1366.obj"
Skyscraper/D00641.obj,"Humanoid/m186.obj, Humanoid/m136.obj, NonWheelChair/m809.obj, Humanoid/m164.obj, Humanoid/m173.obj"
Skyscraper/D00584.obj,"Skyscraper/D00126.obj, Shelf/D00129.obj, Shelf/m847.obj, Shelf/D00772.obj, Bookset/D01108.obj"
Skyscraper/D00998.obj,"Bottle/D00350.obj, Knife/D01175.obj, Gun/D00137.obj, Gun/D00929.obj, PlantIndoors/m1017.obj"
Skyscraper/D00822.obj,"Skyscraper/D00300.obj, Skyscraper/D00589.obj, AquaticAnimal/m55.obj, PlantIndoors/m993.obj, Fish/D00030.obj"
Skyscraper/D00589.obj,"AquaticAnimal/m55.obj, Skyscraper/D00822.obj, Skyscraper/D00300.obj, PlantIndoors/m993.obj, Fish/D00030.obj"
Skyscraper/D00006.obj,"Bed/D00121.obj, Car/m1546.obj, Cellphone/D00152.obj, Cellphone/D00032.obj, RectangleTable/m875.obj"
Skyscraper/D00300.obj,"Skyscraper/D00822.obj, Skyscraper/D00589.obj, AquaticAnimal/m55.obj, PlantIndoors/m993.obj, Fish/D00030.obj"
Skyscraper/D00664.obj,"Car/m1492.obj, Ship/m1440.obj, MilitaryVehicle/D00761.obj, NonWheelChair/m795.obj, BuildingNonResidential/m402.obj"
Skyscraper/D00058.obj,"Bottle/D00176.obj, Vase/m536.obj, Bottle/D00390.obj, PianoBoard/D00441.obj, Cup/D00174.obj"
Skyscraper/D00105.obj,"Skyscraper/D00125.obj, Skyscraper/D00300.obj, Skyscraper/D00822.obj, Skyscraper/D00589.obj, Hand/D01022.obj"
Skyscraper/D00059.obj,"MultiSeat/D00146.obj, RectangleTable/m915.obj, Computer/D01102.obj, PlantWildNonTree/m966.obj, House/D00946.obj"
Skyscraper/D00729.obj,"Bookset/D01013.obj, House/D00946.obj, Apartment/D00681.obj, Computer/D01002.obj, Skyscraper/D00059.obj"
Skyscraper/D00259.obj,"Tree/m1097.obj, Humanoid/m143.obj, Train/m1582.obj, Sword/m717.obj, Sword/m701.obj"
RoundTable/D00094.obj,"BuildingNonResidential/m382.obj, BuildingNonResidential/m387.obj, Quadruped/m101.obj, MilitaryVehicle/D00051.obj, RoundTable/m937.obj"
RoundTable/m938.obj,"Musical_Instrument/m646.obj, Chess/D01053.obj, Chess/m1605.obj, HumanHead/m350.obj, City/D01056.obj"
RoundTable/D00083.obj,"Insect/m21.obj, PlantIndoors/m1027.obj, Insect/m23.obj, PlantIndoors/m1022.obj, PlantIndoors/D00280.obj"
RoundTable/D00524.obj,"RoundTable/m928.obj, RectangleTable/D00571.obj, Hat/m1628.obj, HumanHead/D00910.obj, HumanHead/m348.obj"
RoundTable/D00646.obj,"RoundTable/m921.obj, RoundTable/D00107.obj, Mug/D00372.obj, Mug/m507.obj, Drum/D00951.obj"
RoundTable/D00492.obj,"RoundTable/m922.obj, House/m429.obj, MilitaryVehicle/D00971.obj, Apartment/D00045.obj, Car/m1487.obj"
RoundTable/m929.obj,"RoundTable/D00194.obj, PlantIndoors/m995.obj, PlantIndoors/D00609.obj, Insect/D00713.obj, RoundTable/D00407.obj"
RoundTable/m928.obj,"RoundTable/D00524.obj, Hat/m1628.obj, HumanHead/D00910.obj, RectangleTable/D00571.obj, Hat/m1635.obj"
RoundTable/D00866.obj,"Vase/m541.obj, Vase/m529.obj, Mug/D00923.obj, Vase/m547.obj, BuildingNonResidential/m395.obj"
RoundTable/D00948.obj,"Insect/m18.obj, Door/D01143.obj, Insect/D00746.obj, NonWheelChair/D00240.obj, NonWheelChair/m827.obj"
RoundTable/D00194.obj,"PlantIndoors/D00609.obj, PlantIndoors/m995.obj, RoundTable/m929.obj, Insect/D00713.obj, RoundTable/D00407.obj"
RoundTable/D00581.obj,"Biplane/m1119.obj, Insect/m24.obj, Insect/m22.obj, PianoBoard/D00721.obj, PianoBoard/D00718.obj"
RoundTable/D00344.obj,"RoundTable/m923.obj, Bed/D00307.obj, PianoBoard/D00008.obj, RectangleTable/m905.obj, NonWheelChair/m823.obj"
RoundTable/D00756.obj,"Tool/m1110.obj, Bottle/m485.obj, DeskLamp/m604.obj, Tool/m1109.obj, FloorLamp/m618.obj"
RoundTable/D00407.obj,"Insect/D00713.obj, PlantIndoors/D00491.obj, PlantIndoors/m995.obj, RoundTable/m929.obj, PlantIndoors/D00609.obj"
RoundTable/D00827.obj,"PlantIndoors/D00280.obj, PlantIndoors/m1027.obj, PlantIndoors/m1022.obj, Insect/D00746.obj, Insect/m18.obj"
RoundTable/D00401.obj,"Mug/D00227.obj, Mug/D00770.obj, Hat/m1638.obj, AircraftBuoyant/m1343.obj, HumanHead/m341.obj"
RoundTable/m926.obj,"WheelChair/D00394.obj, Tree/m1077.obj, Tree/m1050.obj, WheelChair/D00365.obj, PlantIndoors/m1030.obj"
RoundTable/m932.obj,"MilitaryVehicle/D00051.obj, RoundTable/m937.obj, Quadruped/m101.obj, Mug/D00321.obj, MilitaryVehicle/D00952.obj"
RoundTable/m933.obj,"Hat/m1631.obj, City/D01056.obj, RectangleTable/D00678.obj, Musical_Instrument/m646.obj, RectangleTable/m894.obj"
RoundTable/m927.obj,"Wheel/m738.obj, Cup/D00638.obj, BuildingNonResidential/m397.obj, RoundTable/D00503.obj, MultiSeat/D00749.obj"
RoundTable/m931.obj,"Apartment/D00639.obj, RectangleTable/D00188.obj, Car/D00976.obj, Car/m1525.obj, House/D00095.obj"
RoundTable/m925.obj,"Tree/m1069.obj, RoundTable/m934.obj, Monitor/D00364.obj, AquaticAnimal/m58.obj, Bookset/D01042.obj"
RoundTable/D00909.obj,"Bed/m951.obj, Ship/D00258.obj, Spoon/D00842.obj, Gun/D00802.obj, Gun/m667.obj"
RoundTable/m924.obj,"NonWheelChair/D00101.obj, WheelChair/D00183.obj, Biplane/D00601.obj, Computer/D01128.obj, PlantIndoors/D00466.obj"
RoundTable/m930.obj,"Drum/D00189.obj, NonWheelChair/D00914.obj, NonWheelChair/D00481.obj, Truck/m1574.obj, Truck/D00947.obj"
RoundTable/m934.obj,"Monitor/D00364.obj, Computer/D01164.obj, RoundTable/m925.obj, Bookset/D01042.obj, Tree/m1069.obj"
RoundTable/D00702.obj,"BuildingNonResidential/m420.obj, Wheel/m748.obj, MultiSeat/D00637.obj, MilitaryVehicle/D00611.obj, MultiSeat/D00285.obj"
RoundTable/D00501.obj,"RectangleTable/m920.obj, RectangleTable/D00766.obj, TruckNonContainer/D00266.obj, Chess/m1596.obj, Cup/D00067.obj"
RoundTable/m921.obj,"RoundTable/D00646.obj, RoundTable/D00107.obj, Mug/D00372.obj, Mug/m507.obj, Drum/D00951.obj"
RoundTable/m935.obj,"City/D01068.obj, RectangleTable/m877.obj, City/m1654.obj, Bicycle/D00558.obj, FloorLamp/D00740.obj"
RoundTable/m923.obj,"RoundTable/D00344.obj, RectangleTable/m905.obj, Bed/D00307.obj, PianoBoard/D00008.obj, RoundTable/D00649.obj"
RoundTable/m937.obj,"MilitaryVehicle/D00051.obj, Mug/D00321.obj, RoundTable/m932.obj, RectangleTable/m871.obj, RoundTable/D00094.obj"
RoundTable/D00503.obj,"MultiSeat/D00749.obj, Vase/m535.obj, Bus/D00832.obj, Vase/m537.obj, Cup/D00638.obj"
RoundTable/D00107.obj,"Mug/D00372.obj, RoundTable/D00646.obj, RoundTable/m921.obj, Mug/m507.obj, Drum/D00951.obj"
RoundTable/D00649.obj,"Computer/m1767.obj, RectangleTable/m905.obj, RoundTable/m923.obj, RoundTable/D00344.obj, Bed/D00307.obj"
RoundTable/m922.obj,"RoundTable/D00492.obj, House/m429.obj, MilitaryVehicle/D00971.obj, Apartment/D00045.obj, MultiSeat/D00237.obj"
PlantIndoors/D00491.obj,"Insect/D00713.obj, RoundTable/D00407.obj, PlantIndoors/m1007.obj, PlantIndoors/m995.obj, PlantIndoors/D00370.obj"
PlantIndoors/D00280.obj,"PlantIndoors/m1027.obj, RoundTable/D00827.obj, PlantIndoors/m1022.obj, RoundTable/D00083.obj, PlantIndoors/D00087.obj"
PlantIndoors/D00657.obj,"Gun/D00209.obj, FloorLamp/D00856.obj, Motorcycle/D00342.obj, Humanoid/m187.obj, DeskPhone/D00220.obj"
PlantIndoors/D00087.obj,"Computer/D01037.obj, PlantIndoors/D00280.obj, RoundTable/D00083.obj, Insect/m21.obj, Insect/m23.obj"
PlantIndoors/m1023.obj,"PlantIndoors/m990.obj, Monitor/D00229.obj, Computer/D01128.obj, PlantIndoors/D00466.obj, Biplane/D00601.obj"
PlantIndoors/D00800.obj,"PlantIndoors/m997.obj, Tree/m1067.obj, Helicopter/m1307.obj, PlantIndoors/D00128.obj, Insect/D00989.obj"
PlantIndoors/m1022.obj,"PlantIndoors/m1027.obj, PlantIndoors/D00280.obj, RoundTable/D00827.obj, Insect/D00746.obj, RoundTable/D00083.obj"
PlantIndoors/m1036.obj,"PlantWildNonTree/m964.obj, Quadruped/m275.obj, Humanoid/m265.obj, DeskPhone/D00135.obj, Jet/m1209.obj"
PlantIndoors/m998.obj,"Helicopter/m1328.obj, Bird/m51.obj, Biplane/D00178.obj, Jet/m1183.obj, Helicopter/m1314.obj"
PlantIndoors/m1008.obj,"PlantIndoors/m1012.obj, Insect/m14.obj, Monitor/D01000.obj, PlantIndoors/m1011.obj, Biplane/m1133.obj"
PlantIndoors/m1020.obj,"Starship/m1380.obj, PlantIndoors/D00238.obj, FloorLamp/D00495.obj, Computer/D01026.obj, Starship/m1375.obj"
