name,class_name,num_vertices,num_faces,num_triangles,num_quads,bb_dim_x,bb_dim_y,bb_dim_z
Humanoid\m260.obj,Humanoid,1068,2092,2092,0,0.4389957949828632,1.0000000125491124,0.3413600042837577
Humanoid\m261.obj,Humanoid,481,895,895,0,0.26308737172337987,1.0000000125491124,0.339447372680493
Humanoid\m262.obj,Humanoid,470,880,880,0,0.26272105592784095,1.0000000125491124,0.3360347410589619
Humanoid\m263.obj,Humanoid,478,899,899,0,0.30359789854659097,1.0000000125491124,0.5303421119178415
Humanoid\m264.obj,Humanoid,8798,17547,17547,0,0.32683368831229836,0.3748842152303543,1.000000012548155
Humanoid\m265.obj,Humanoid,16267,32530,32530,0,0.3739452678501282,0.8431347474232345,1.000000012548155
Humanoid\m266.obj,Humanoid,1092,2132,2132,0,0.30292631959129424,1.0000000125491124,0.9139663272584198
Insect\D00081.obj,Insect,313,578,578,0,0.9999999828025076,0.7996845713323535,0.33027529730901584
Insect\D00082.obj,Insect,7162,12876,12876,0,0.9341906666320674,0.9999999813487659,0.48638939036300605
Insect\D00102.obj,Insect,2572,5046,5046,0,0.9999999898902004,0.6637863432710213,0.6419781194138259
Insect\D00109.obj,Insect,3288,5280,5280,0,0.9999999762786229,0.8177299788529403,0.614751766034409
Insect\D00117.obj,Insect,5090,9732,9732,0,0.9999999911109989,0.805889546996732,0.5100268499984284
Insect\D00136.obj,Insect,1384,2556,2556,0,0.9999999761300106,0.707958907904179,0.37613878693052893
Insect\D00160.obj,Insect,253,458,458,0,0.9408512750731182,0.9999999932080162,0.3020161517966545
Insect\D00180.obj,Insect,2572,5046,5046,0,0.9999999791330165,0.6435173939928416,0.6529430026055411
Insect\D00231.obj,Insect,312,570,570,0,0.947147641070439,1.000000015145006,0.20620365464667836
Insect\D00291.obj,Insect,296,528,528,0,0.9999999878593768,0.5421728947842952,0.18737450803694852
Insect\D00294.obj,Insect,2056,3110,3110,0,0.9999999717200138,0.9120467745261054,0.3015531277719733
Insect\D00309.obj,Insect,1551,2818,2818,0,0.9999999890828194,0.9432327745193114,0.46673779294481016
Insect\D00315.obj,Insect,314,572,572,0,0.9999999972814382,0.5772624101731941,0.3707192153307479
Insect\D00333.obj,Insect,6007,11290,11290,0,0.9999999920752628,0.7749234790035531,0.19334822886062766
Insect\D00399.obj,Insect,2763,5295,5295,0,0.8943198874349645,1.0000000096777892,0.20605980339507088
Insect\D00430.obj,Insect,23399,46540,46540,0,1.000000021021838,0.9474728650785887,0.4448216526099213
Insect\D00510.obj,Insect,329,550,550,0,0.9999999906280358,0.8670488784517896,0.3616973973172592
Insect\D00590.obj,Insect,1430,2580,2580,0,1.00000003442162,0.6956224815585403,0.1588490530170018
Insect\D00615.obj,Insect,2546,5088,5088,0,0.9999999949752925,0.8172661820910865,0.5963021069504001
Insect\D00662.obj,Insect,24324,41626,41626,0,0.99999997479147,0.8741827708883202,0.5034226836557819
Insect\D00668.obj,Insect,15305,30554,30554,0,0.999999959431043,0.6504604075122259,0.6686557045310696
Insect\D00672.obj,Insect,3334,5490,5490,0,0.9999999725758433,0.7126158333489695,0.36297623707396404
Insect\D00695.obj,Insect,790,1500,1500,0,0.9999999720988194,0.6922424112812195,0.24696091970269032
Insect\D00713.obj,Insect,1728,6808,6808,0,0.9999999949473011,0.7921286018127671,0.5226568283504688
Insect\D00732.obj,Insect,12603,23932,23932,0,0.9999999880351353,0.8865668599858993,0.47505352801051975
Insect\D00734.obj,Insect,1588,2976,2976,0,0.9999999892875115,0.9630268196240787,0.38236052204461285
Insect\D00746.obj,Insect,4250,8324,8324,0,0.9999999884851785,0.7998817459255558,0.4239343338864197
Insect\D00752.obj,Insect,12528,25000,25000,0,0.9999999656916345,0.9025342420266116,0.3452864487951321
Insect\D00753.obj,Insect,10092,19952,19952,0,0.9999999671275487,0.5237816717559721,0.5409546688584304
Insect\D00774.obj,Insect,1548,2980,2980,0,0.9999999895796668,0.6613577351585427,0.29953957383535773
Insect\D00786.obj,Insect,2859,5358,5358,0,1.0000000249766172,0.5459471143031129,0.4023233358192362
Insect\D00787.obj,Insect,562,972,972,0,1.000000022920265,0.25859759549290057,0.016107537203617486
Insect\D00788.obj,Insect,6175,9662,9662,0,0.9999999962067311,0.7890481543382122,0.5521263740898875
Insect\D00806.obj,Insect,309,578,578,0,0.9999999916632916,0.9802526143576838,0.5598636123116837
Insect\D00814.obj,Insect,1362,2628,2628,0,0.9999999651070621,0.9213911727890101,0.1916338370149124
Insect\D00855.obj,Insect,299,554,554,0,0.9999999780901051,0.7816476683684317,0.2986640397555152
Insect\D00884.obj,Insect,24324,41626,41626,0,0.9999999724476728,0.8873922693931919,0.50990257186679
Insect\D00895.obj,Insect,4173,15702,15702,0,1.0000000179539357,0.6246585659702338,0.6623269242797668
Insect\D00973.obj,Insect,7638,15145,15145,0,1.0000000129999136,0.6106158976493682,0.41870274886634185
Insect\D00989.obj,Insect,313,588,588,0,0.9999999972017392,0.714843455350618,0.225587474379934
Insect\m0.obj,Insect,298,492,492,0,0.650051587104976,0.5500431647971573,1.000000012548155
Insect\m1.obj,Insect,255,410,410,0,0.42090000528124244,0.3787842152803363,1.000000012548155
Insect\m10.obj,Insect,1362,2628,2628,0,0.9148515904265043,1.0000000125491124,0.20782947629228196
Insect\m11.obj,Insect,368,724,724,0,1.0000000125491124,0.509600006395674,0.07996000100325042
Insect\m12.obj,Insect,278,500,500,0,1.0000000125491124,0.37109895202638005,0.5668126386917018
Insect\m13.obj,Insect,491,1087,1087,0,0.5560926385564854,0.16054210727936488,1.000000012548155
Insect\m14.obj,Insect,891,1678,1678,0,1.0000000125491124,0.7273042196528561,0.7879736940978918
Insect\m15.obj,Insect,368,724,724,0,1.0000000125491124,0.4125515841256628,0.5040442168517011
Insect\m16.obj,Insect,2666,5162,5162,0,1.0000000125491124,0.25803789797622945,0.7301736933727698
Insect\m17.obj,Insect,1548,2980,2980,0,1.0000000125491124,0.2829705298666018,0.6628642188444236
Insect\m18.obj,Insect,4250,8324,8324,0,1.0000000125491124,0.4199073736907896,0.8017715890079821
Insect\m19.obj,Insect,3339,5490,5490,0,1.0000000125491124,0.33842947793189226,0.6428568501724441
Insect\m2.obj,Insect,3495,6667,6667,0,0.6229789551851352,0.5162557959524681,1.000000012548155
Insect\m20.obj,Insect,1624,3042,3042,0,1.0000000125491124,0.4144800052024109,0.9513600119380652
Insect\m21.obj,Insect,346,556,556,0,1.0000000125491124,0.5254031644889049,0.8455315895571898
Insect\m22.obj,Insect,333,620,620,0,1.0000000125491124,0.4250000053344259,0.6937494823893262
Insect\m23.obj,Insect,462,876,876,0,0.4743484270046072,0.42203790003272146,1.000000012548155
Insect\m24.obj,Insect,163,284,284,0,1.0000000125491124,0.4250000053344259,0.8750000109799947
Insect\m25.obj,Insect,1249,2494,2494,0,0.8341821157302566,0.5025284273589938,1.000000012548155
Insect\m26.obj,Insect,5266,10274,10274,0,0.8639705371581837,0.42085579475472285,1.000000012548155
Insect\m3.obj,Insect,486,912,912,0,0.9541115909199552,0.5592968491240138,1.000000012548155
Insect\m4.obj,Insect,4346,8216,8216,0,0.5597315859713144,1.0000000125491124,0.3234157935319821
Insect\m6.obj,Insect,9184,17998,17998,0,0.6769968506011711,0.7128715878932211,1.000000012548155
Insect\m7.obj,Insect,265,506,506,0,0.5745568493156273,0.5815305336136465,1.000000012548155
Insect\m8.obj,Insect,423,698,698,0,0.4773568480948135,1.0000000125491124,0.8518126422676435
Insect\m9.obj,Insect,557,894,894,0,0.8478263264285194,1.0000000125491124,0.48167684814960376
Jet\m1147.obj,Jet,1149,2320,2320,0,1.0000000125491124,0.3224315829932879,0.9049179060916351
Jet\m1149.obj,Jet,3003,5874,5874,0,1.0000000125491124,0.2954042142338299,0.7834705361472468
Jet\m1150.obj,Jet,622,1228,1228,0,0.7560589568558269,0.18551368653842906,1.000000012548155
Jet\m1151.obj,Jet,858,1660,1660,0,1.0000000125491124,0.25511263478123447,0.9735042227417529
Jet\m1152.obj,Jet,3726,6881,6881,0,0.9446884329068305,0.4093052682955118,1.000000012548155
Jet\m1153.obj,Jet,743,1478,1478,0,0.8066000101215771,0.35733368869616255,1.000000012548155
Jet\m1154.obj,Jet,520,1000,1000,0,0.8681663266842164,0.27278000342341624,1.000000012548155
Jet\m1155.obj,Jet,3680,5724,5724,0,0.8332894841404471,0.2142305290046566,1.000000012548155
Jet\m1156.obj,Jet,1335,2452,2452,0,1.0000000125491124,0.19782105511395998,0.849582115924111
Jet\m1157.obj,Jet,1264,2088,2088,0,1.0000000125491124,0.714431587912448,0.169296844229209
Jet\m1158.obj,Jet,336,588,588,0,0.9300789590392023,0.4515736898772542,1.000000012548155
Jet\m1159.obj,Jet,3726,6881,6881,0,0.9446884329068305,0.4093052682955118,1.000000012548155
Jet\m1161.obj,Jet,1486,1692,1692,0,0.9543063277653288,0.31698947766337415,1.000000012548155
Jet\m1162.obj,Jet,2960,5706,5706,0,0.848227379064956,1.0000000125491124,0.2619547401287713
Jet\m1163.obj,Jet,1014,2778,2778,0,0.9537200119672257,0.2923673720905875,1.000000012548155
Jet\m1165.obj,Jet,448,768,768,0,1.0000000125491124,0.8100873785875183,0.2598326348395555
Jet\m1166.obj,Jet,349,772,772,0,0.89137580065887,0.23897263457936418,1.000000012548155
Jet\m1167.obj,Jet,2838,3992,3992,0,0.70818106151797,0.272088424466842,1.000000012548155
Jet\m1168.obj,Jet,500,1106,1106,0,0.6593410609046788,0.23076947658098126,1.000000012548155
Jet\m1169.obj,Jet,1198,2237,2237,0,0.6720557979064227,0.299474740600114,1.000000012548155
Jet\m1171.obj,Jet,3110,5622,5622,0,1.0000000125491124,0.26919789811657424,0.748822114659715
Jet\m1172.obj,Jet,1965,4928,4928,0,1.0000000125491124,0.7849410624824434,0.18844737078614
Jet\m1173.obj,Jet,2572,4856,4856,0,1.0000000125491124,0.8054326416870282,0.24898842417749628
Jet\m1174.obj,Jet,281,552,552,0,0.5135515853919858,0.20269789728091134,1.000000012548155
Jet\m1175.obj,Jet,2344,4592,4592,0,0.6739557979301346,0.31194842496798236,1.000000012548155
Jet\m1176.obj,Jet,213,642,642,0,0.8209379050383966,0.20585684468997165,1.000000012548155
Jet\m1177.obj,Jet,507,1010,1010,0,0.8760873794142203,0.29755474057703923,1.000000012548155
Jet\m1178.obj,Jet,258,572,572,0,0.46666632164649646,0.19944421302903548,1.000000012548155
Jet\m1179.obj,Jet,1203,1994,1994,0,0.6150179024544911,0.20288842359849088,1.000000012548155
Jet\m1180.obj,Jet,531,1058,1058,0,0.6651042188716633,0.21758737115302135,1.000000012548155
Jet\m1181.obj,Jet,412,816,816,0,0.7623263253557369,0.22509473966703597,1.000000012548155
Jet\m1182.obj,Jet,179,354,354,0,0.9738347490625308,1.0000000125491124,0.23510631873928878
Jet\m1183.obj,Jet,520,780,780,0,1.0000000125491124,0.844123168487808,0.20806105524245033
Jet\m1184.obj,Jet,182,382,382,0,0.5107147432500301,0.28273789828639967,1.000000012548155
Jet\m1185.obj,Jet,152,338,338,0,0.46896526904274805,0.23448316083734827,1.000000012548155
Jet\m1187.obj,Jet,299,596,596,0,0.6666663241547872,0.25641052953335985,1.000000012548155
Jet\m1188.obj,Jet,279,538,538,0,0.8025831679655199,0.2633894769892069,1.000000012548155
Jet\m1190.obj,Jet,142,318,318,0,0.6932663244886694,0.3125515828696027,1.000000012548155
Jet\m1191.obj,Jet,1295,2444,2444,0,1.0000000125491124,0.9106526430065408,0.1592210546291591
Jet\m1193.obj,Jet,1020,2030,2030,0,0.5225336907680337,0.19616947614584834,1.000000012548155
Jet\m1194.obj,Jet,757,1188,1188,0,1.0000000125491124,0.7635557990561006,0.23850842404516423
Jet\m1195.obj,Jet,340,460,460,0,1.0000000125491124,0.7481052725469075,0.2233021080656922
Jet\m1196.obj,Jet,523,804,804,0,1.0000000125491124,0.6857147454481352,0.21383368689409932
Jet\m1197.obj,Jet,235,484,484,0,0.6952379034619033,0.235714739801609,1.000000012548155
Jet\m1198.obj,Jet,224,462,462,0,0.6735768505569578,0.22528631861656404,1.000000012548155
Jet\m1199.obj,Jet,602,1136,1136,0,1.0000000125491124,0.2065094762759394,0.5607347438783802
Jet\m1200.obj,Jet,197,450,450,0,0.48286421658638756,0.28990631942787776,1.000000012548155
Jet\m1201.obj,Jet,6769,11310,11310,0,1.0000000125491124,0.687116850728698,0.31269684602871417
Jet\m1202.obj,Jet,688,1332,1332,0,0.569531586093719,0.21967368696843356,1.000000012548155
Jet\m1204.obj,Jet,277,588,588,0,0.6754968505819473,0.3245031619671651,1.000000012548155
Jet\m1205.obj,Jet,369,556,556,0,1.0000000125491124,0.7887315888461602,0.2020526341147537
Jet\m1207.obj,Jet,412,669,669,0,1.0000000125491124,0.1301368437383162,0.376712636306459
Jet\m1208.obj,Jet,308,519,519,0,0.7301010617941714,0.20405263414102373,1.000000012548155
Jet\m1209.obj,Jet,244,480,480,0,0.9596315909891672,0.2633536875163607,1.000000012548155
Jet\m1210.obj,Jet,577,1145,1145,0,0.6872210612552206,0.21155263423522822,1.000000012548155
Jet\m1211.obj,Jet,486,852,852,0,0.9401031696919652,0.3081842143934047,1.000000012548155
Jet\m1212.obj,Jet,1173,2513,2513,0,0.6321852710915413,0.30863579334805197,1.000000012548155
Jet\m1213.obj,Jet,254,504,504,0,0.4554000057138173,0.1586842125182755,1.000000012548155
Jet\m1214.obj,Jet,887,1752,1752,0,0.629081060526571,0.20802526576864672,1.000000012548155
Jet\m1215.obj,Jet,162,308,308,0,0.228063160756602,0.7051715877977299,1.000000012548155
Jet\m1216.obj,Jet,879,1754,1754,0,0.6788031664121014,0.20670947627914082,1.000000012548155
Jet\m1217.obj,Jet,305,594,594,0,0.6121842182083808,0.2612526348574988,1.000000012548155
Jet\m1218.obj,Jet,274,400,400,0,0.7030589561912639,0.21211368687231127,1.000000012548155
Jet\m1219.obj,Jet,185,364,364,0,0.16083052833369077,0.7394589566475507,1.000000012548155
Jet\m1220.obj,Jet,437,862,862,0,0.6825579033010571,0.2175515816782604,1.000000012548155
Jet\m1221.obj,Jet,372,688,688,0,1.0000000125491124,0.8647768529569363,0.20435684466979043
Jet\m1222.obj,Jet,332,612,612,0,1.0000000125491124,0.9161010641281455,0.3776505310547366
Jet\m1223.obj,Jet,1117,2230,2230,0,0.695387377146894,0.2006084235715683,1.000000012548155
Jet\m1224.obj,Jet,559,944,944,0,1.0000000125491124,0.4333336896484706,0.1473336860593938
Jet\m1225.obj,Jet,183,340,340,0,1.0000000125491124,0.7435031672246956,0.16330842310183247
Jet\m1226.obj,Jet,161,318,318,0,1.0000000125491124,0.24188631882484024,0.5046094800165782
Jet\m1227.obj,Jet,265,324,324,0,1.0000000125491124,0.782634746664467,0.1409736859796079
Jet\m1228.obj,Jet,329,368,368,0,1.0000000125491124,0.7163989563578879,0.15190526506371518
Jet\m1229.obj,Jet,3388,6422,6422,0,0.5013600062905816,1.0000000125491124,0.21057158158950748
Jet\m1230.obj,Jet,2360,4325,4325,0,1.0000000125491124,0.6210094814777131,0.3013673722030585
Jet\m1231.obj,Jet,79,130,130,0,0.6428536922765986,0.1785736864512738,1.000000012548155
Jet\m1232.obj,Jet,203,418,418,0,0.9729726437877397,0.2288284239246805,1.000000012548155
Jet\m1233.obj,Jet,233,516,516,0,0.5131579011753593,0.25000000313823545,1.000000012548155
Jet\m1234.obj,Jet,236,492,492,0,0.8709673793494965,0.22096737119467966,1.000000012548155
Jet\m1235.obj,Jet,193,376,376,0,1.0000000125491124,0.2250578975622412,0.9721579069362711
Jet\m1236.obj,Jet,396,828,828,0,0.6713863242150229,0.20412947624645875,1.000000012548155
Jet\m1237.obj,Jet,212,480,480,0,1.0000000125491124,0.29883158269785337,0.9599336962559516
Jet\m1238.obj,Jet,196,396,396,0,0.5082915853259783,0.23445789768015768,1.000000012548155
Jet\m1239.obj,Jet,428,676,676,0,1.0000000125491124,0.7824621150823532,0.23449473978495244
Jet\m1240.obj,Jet,182,378,378,0,0.8809526426335675,0.28273789828639967,1.000000012548155
Jet\m1241.obj,Jet,480,720,720,0,1.0000000125491124,0.7145831668632505,0.25132526631144847
Jet\m1242.obj,Jet,380,608,608,0,1.0000000125491124,0.5990252706756292,0.21653684482263302
Jet\m1243.obj,Jet,282,596,596,0,0.6866000086162198,0.23532631874281032,1.000000012548155
Jet\m1245.obj,Jet,215,426,426,0,1.0000000125491124,0.3030473722251636,0.762458956936253
Jet\m1246.obj,Jet,366,784,784,0,0.8278684314418446,0.3237705303799168,1.000000012548155
Jet\m1247.obj,Jet,777,1546,1546,0,0.6900336928700196,0.3304715830951789,1.000000012548155
Jet\m1248.obj,Jet,296,558,558,0,1.0000000125491124,0.38272105743511303,0.6419779027922211
Jet\m1249.obj,Jet,310,616,616,0,1.0000000125491124,0.6372936922086611,0.37491263628339044
Jet\m1250.obj,Jet,2539,4970,4970,0,0.8946368533324707,0.21142631844353105,1.000000012548155
Jet\m1251.obj,Jet,1198,2237,2237,0,0.6720557979064227,0.299474740600114,1.000000012548155
Jet\m1252.obj,Jet,3072,4854,4854,0,1.0000000125491124,0.6098536918632476,0.22574421335907294
Jet\m1253.obj,Jet,348,476,476,0,1.0000000125491124,0.7266705354343025,0.2169031606162572
Jet\m1255.obj,Jet,3167,6441,6441,0,1.0000000125491124,0.23339473977213143,0.5082842169042535
Jet\m1256.obj,Jet,9398,18363,18363,0,0.47645895334717625,0.11764000147715421,1.000000012548155
Jet\m1257.obj,Jet,8812,17370,17370,0,0.47645895334717625,1.0000000125491124,0.11764000147619685
Jet\m1258.obj,Jet,2178,3588,3588,0,0.70818106151797,0.272088424466842,1.000000012548155
Jet\m1259.obj,Jet,6769,11310,11310,0,1.0000000125491124,0.687116850728698,0.31269684602871417
Jet\m1260.obj,Jet,6906,14563,14563,0,1.0000000125491124,0.3353821094729941,0.5984884285628309
Jet\m1261.obj,Jet,431,652,652,0,1.0000000125491124,0.7315568512849611,0.23595158190864784
Jet\m1262.obj,Jet,646,1032,1032,0,1.0000000125491124,0.663104218847308,0.2135315816273149
Jet\m1263.obj,Jet,1244,2092,2092,0,1.0000000125491124,0.9400915907443611,0.2617515822316391
Jet\m1264.obj,Jet,1144,1996,1996,0,0.876081063624444,1.0000000125491124,0.23480947663033216
Jet\m1265.obj,Jet,423,680,680,0,1.0000000125491124,0.13107684375049078,0.37730632052437224
Jet\m1266.obj,Jet,3408,5808,5808,0,1.0000000125491124,0.6952757981986466,0.1851063181122161
Jet\m1267.obj,Jet,230,335,335,0,1.0000000125491124,0.927836853749023,0.1717526337340909
Jet\m1268.obj,Jet,240,376,376,0,0.575293691428755,1.0000000125491124,0.08476631685358568
Jet\m1269.obj,Jet,230,272,272,0,0.5298094803318799,1.0000000125491124,0.0817673694470865
Jet\m1270.obj,Jet,295,452,452,0,0.44605684770197307,1.0000000125491124,0.11013684348710419
Jet\m1271.obj,Jet,328,524,524,0,0.4466789529729224,1.0000000125491124,0.15155894927041114
Jet\m1273.obj,Jet,475,924,924,0,1.0000000125491124,0.5501757963786308,0.12993368584118398
Jet\m1274.obj,Jet,426,684,684,0,0.6596147451193844,1.0000000125491124,0.13833263331497428
Jet\m1275.obj,Jet,204,272,272,0,0.5571368490970974,1.0000000125491124,0.15999473884995358
Jet\m1276.obj,Jet,236,256,256,0,0.4277252685262194,1.0000000125491124,0.08722421162044988
Jet\m1277.obj,Jet,2239,4224,4224,0,0.47824316389676136,1.0000000125491124,0.09558842225238509
Jet\m1278.obj,Jet,2304,4344,4344,0,0.4672484269168055,1.0000000125491124,0.13231473850261313
Jet\m1279.obj,Jet,734,1204,1204,0,0.4528084267354458,1.0000000125491124,0.14279473863398784
Jet\m1280.obj,Jet,249,324,324,0,0.4450042161115172,1.0000000125491124,0.11776736989888519
Jet\m1281.obj,Jet,415,692,692,0,0.5639536912864862,1.0000000125491124,0.09008736955154475
Jet\m1282.obj,Jet,368,608,608,0,0.6998905350984964,1.0000000125491124,0.10680526449784479
Jet\m1283.obj,Jet,275,368,368,0,0.5447905331528746,1.0000000125491124,0.17449894955815307
Jet\m1284.obj,Jet,6334,11608,11608,0,0.44107368974460204,0.14768631764438886,1.000000012548155
Jet\m1285.obj,Jet,802,1408,1408,0,0.3777494784253462,0.34524842538517814,1.000000012548155
Jet\m1286.obj,Jet,334,428,428,0,0.5893336916056267,1.0000000125491124,0.12000000150535736
Jet\m1287.obj,Jet,714,1188,1188,0,0.46681684796343575,1.0000000125491124,0.09561263277858455
Jet\m1288.obj,Jet,1502,2674,2674,0,0.7009547456384712,1.0000000125491124,0.22704842390193203
Jet\m1289.obj,Jet,5078,9746,9746,0,0.7276484301832203,1.0000000125491124,0.22202737120686036
Jet\m1290.obj,Jet,279,372,372,0,0.47919369022459163,1.0000000125491124,0.11325158036868754
Jet\m1291.obj,Jet,272,444,444,0,0.6188779025038328,1.0000000125491124,0.1692305284394296
Jet\m1292.obj,Jet,2911,5036,5036,0,0.6805000085386811,1.0000000125491124,0.1954252656100385
Jet\m1293.obj,Jet,906,1540,1540,0,0.6764705348049858,1.0000000125491124,0.20648737101172224
Jet\m1294.obj,Jet,257,352,352,0,0.43618947915784057,1.0000000125491124,0.08951579059689134
Jet\m1295.obj,Jet,204,244,244,0,0.5000347431173686,1.0000000125491124,0.046081053209676405
Jet\m1296.obj,Jet,250,408,408,0,0.5352884277685032,1.0000000125491124,0.11033789612129676
Jet\m1297.obj,Jet,640,1044,1044,0,0.29002526679785007,1.0000000125491124,0.046470526898508877
Jet\m1298.obj,Jet,301,542,542,0,0.738458956635373,0.3053315827798802,1.000000012548155
Jet\m1299.obj,Jet,210,264,264,0,0.6392452711787027,0.591368428474709,1.000000012548155
Jet\m1300.obj,Jet,39,76,76,0,0.7352810618588984,0.15660947565046746,1.000000012548155
Jet\m1301.obj,Jet,74,144,144,0,0.6568631661365371,0.11764736989887906,1.000000012548155
Knife\D01015.obj,Knife,886,6330,6330,0,0.3375178600425785,1.0000000112281748,0.026690557366941106
Knife\D01025.obj,Knife,208,1314,1314,0,1.0000000272835758,0.21806375532055658,0.11136332305940938
Knife\D01032.obj,Knife,560,3336,3336,0,0.9999999919867645,0.056412452737578785,0.15231528060538485
Knife\D01051.obj,Knife,683,4839,4839,0,1.0000000312216548,0.05233809687266178,0.09805238401356732
Knife\D01054.obj,Knife,130,780,780,0,0.9999999816560665,0.1777546543768699,0.015364141986862069
Knife\D01057.obj,Knife,184,1146,1146,0,0.048723558692131484,0.9999999845211214,0.13120535149446538
Knife\D01063.obj,Knife,885,5346,5346,0,1.000000030325872,0.11902359266610933,0.14357668665146747
Knife\D01075.obj,Knife,726,4374,4374,0,0.06549971596088454,0.9999999753714408,0.6184326341409029
Knife\D01077.obj,Knife,334,1980,1980,0,1.0000000296660005,0.18422815619366803,0.045109673740859994
Knife\D01107.obj,Knife,976,5823,5823,0,0.9999999701869932,0.05728351208904226,0.1916489851468568
Knife\D01119.obj,Knife,113,654,654,0,0.5529320372819795,0.999999972986988,0.04103293151057422
Knife\D01120.obj,Knife,132,798,798,0,0.11309082594758572,0.9999999780012409,0.05477308173709999
Knife\D01132.obj,Knife,1058,5913,5913,0,0.9999999941851122,0.18150159447344777,0.050688347642644634
Knife\D01150.obj,Knife,287,1704,1704,0,0.12071122878545563,0.1718704007467286,0.9999999873147308
Knife\D01160.obj,Knife,270,1686,1686,0,1.0000000109822689,0.21853940581507422,0.06363830795206894
Knife\D01168.obj,Knife,692,4152,4152,0,0.99999998116759,0.34724176307041,0.06362518134857127
Knife\D01174.obj,Knife,808,4794,4794,0,0.9999999968018045,0.12053127626552489,0.029536346301798
Knife\D01175.obj,Knife,87,498,498,0,1.0000000212281772,0.8908667224758994,0.07587083496514449
Knife\D01187.obj,Knife,422,1974,1974,0,0.6385779509163054,1.0000000057985512,0.031957851416721875
Knife\D01189.obj,Knife,131,846,846,0,0.14926082755342102,1.0000000072247812,0.039718654604489846
Knife\m722.obj,Knife,812,1520,1520,0,0.07173789563649585,0.15737684408244296,1.000000012548155
Knife\m723.obj,Knife,5076,10136,10136,0,0.3446126359027276,0.06677684294429935,1.000000012548155
Knife\m724.obj,Knife,262,516,516,0,1.0000000125491124,0.13611158065802098,0.08595368528941211
Knife\m725.obj,Knife,262,516,516,0,1.0000000125491124,0.25766631902477743,0.06550947450623501
Knife\m726.obj,Knife,417,817,817,0,0.04246315842711605,0.3076105301748543,1.000000012548155
Knife\m727.obj,Knife,681,1346,1346,0,0.4398494792039809,1.0000000125491124,0.05902210600376082
Knife\m728.obj,Knife,463,818,818,0,0.10582736975084166,0.30900000387969384,1.000000012548155
MilitaryVehicle\D00017.obj,MilitaryVehicle,27719,49148,49148,0,0.9999999842592953,0.698843958954977,0.3650891177239322
MilitaryVehicle\D00051.obj,MilitaryVehicle,855,1624,1624,0,0.9999999855460329,0.7181146456901586,0.4577926882804639
MilitaryVehicle\D00100.obj,MilitaryVehicle,3225,5588,5588,0,1.0000000165076952,0.6395167785020741,0.7715413752796568
MilitaryVehicle\D00173.obj,MilitaryVehicle,17299,24950,24950,0,1.0000000124965864,0.4569351467899645,0.5523088771373508
MilitaryVehicle\D00272.obj,MilitaryVehicle,15903,30266,30266,0,0.9999999995289581,0.5187741741410059,0.35780903303731
MilitaryVehicle\D00334.obj,MilitaryVehicle,20392,9976,9976,0,1.0000000233404243,0.40452399138675255,0.3915661676155045
MilitaryVehicle\D00458.obj,MilitaryVehicle,17962,34011,34011,0,1.000000010632376,0.49801372544170125,0.3737347671017359
MilitaryVehicle\D00529.obj,MilitaryVehicle,38226,74093,74093,0,0.9999999879354302,0.41913552334209453,0.5797473317055679
MilitaryVehicle\D00577.obj,MilitaryVehicle,25763,42389,42389,0,0.9999999947397599,0.5155812630666807,0.4945103510099552
MilitaryVehicle\D00611.obj,MilitaryVehicle,2625,4483,4483,0,1.0000000217556742,0.43803255862045104,0.3656998354302409
MilitaryVehicle\D00723.obj,MilitaryVehicle,16287,25582,25582,0,0.9999999999085984,0.502371785618036,0.4304868809953652
MilitaryVehicle\D00761.obj,MilitaryVehicle,7768,15408,15408,0,1.0000000284591597,0.45865752913640956,0.642765262795635
MilitaryVehicle\D00778.obj,MilitaryVehicle,4449,7133,7133,0,1.0000000068815225,0.3939635890493988,0.4910002616322355
MilitaryVehicle\D00799.obj,MilitaryVehicle,719,1342,1342,0,0.9999999946064975,0.8257132712686395,0.2975056759953745
MilitaryVehicle\D00801.obj,MilitaryVehicle,38911,69397,69397,0,1.0000000106857962,0.3235251290771029,0.4321833833207347
MilitaryVehicle\D00918.obj,MilitaryVehicle,13914,25812,25812,0,0.999999974841264,0.6274981232572833,0.49556684686110064
MilitaryVehicle\D00932.obj,MilitaryVehicle,10050,17224,17224,0,0.9999999860361478,0.5940129489106987,0.5620452552174056
MilitaryVehicle\D00933.obj,MilitaryVehicle,13652,16891,16891,0,0.9999999876707049,0.3735671155903813,0.41508697500292197
MilitaryVehicle\D00952.obj,MilitaryVehicle,11929,19260,19260,0,1.0000000326724983,0.8067014085835224,0.6548917098542285
MilitaryVehicle\D00971.obj,MilitaryVehicle,7344,11866,11866,0,0.9999999897597818,0.42950347982633275,0.3902175803783149
Monitor\D00007.obj,Monitor,1552,2568,2568,0,1.0000000003220855,0.936767393269276,0.39191256248657586
Monitor\D00141.obj,Monitor,1712,3200,3200,0,0.9238846663696066,0.9999999855259543,0.42752935524637864
Monitor\D00229.obj,Monitor,2929,4986,4986,0,0.9999999763667615,0.9153722278809432,0.514061562653031
Monitor\D00336.obj,Monitor,9494,15561,15561,0,0.9999999999921327,0.8686905438904741,0.8703205520438219
Monitor\D00339.obj,Monitor,1396,2375,2375,0,0.9999999989693662,0.9590087790519328,0.3753719210477403
